city_clean,city_std,Event_ID,city_grid_count,historical_inventory_grids,affected_grids,observed_covered_affected_grids,observed_impact_coverage_rate,observed_uncovered_impact_share,random_mean_impact_coverage_rate,random_median_impact_coverage_rate,random_q05_impact_coverage_rate,random_q95_impact_coverage_rate,coverage_lift,coverage_difference,empirical_p_value,random_reps
南京市,南京,445,2591,82,20,8,0.4,0.6,0.0313,0.0,0.0,0.1,12.779552715654953,0.3687,0.0,500
南京市,南京,3918,2591,82,11,4,0.36363636363636365,0.6363636363636364,0.029454545454545452,0.0,0.0,0.09090909090909091,12.34567901234568,0.3341818181818182,0.0,500
南京市,南京,4604,2591,79,66,19,0.2878787878787879,0.7121212121212122,0.03069696969696969,0.030303030303030304,0.0,0.07575757575757576,9.378084896347485,0.25718181818181823,0.0,500
南京市,南京,4797,2591,81,25,9,0.36,0.64,0.029759999999999998,0.04,0.0,0.08,12.096774193548388,0.33024,0.0,500
南京市,南京,5517,2591,82,14,5,0.35714285714285715,0.6428571428571429,0.03,0.0,0.0,0.14285714285714285,11.904761904761905,0.3271428571428572,0.0,500
南京市,南京,5579,2591,81,16,3,0.1875,0.8125,0.030125,0.0,0.0,0.125,6.224066390041494,0.157375,0.016,500
南充市,南充,1504,743,5,12,1,0.08333333333333333,0.9166666666666666,0.0075,0.0,0.0,0.08333333333333333,11.11111111111111,0.07583333333333334,0.086,500
南宁市,南宁,15,884,33,14,3,0.21428571428571427,0.7857142857142857,0.037,0.0,0.0,0.14285714285714285,5.7915057915057915,0.17728571428571427,0.014,500
南宁市,南宁,160,884,33,11,4,0.36363636363636365,0.6363636363636364,0.038181818181818185,0.0,0.0,0.18181818181818182,9.523809523809524,0.32545454545454544,0.0,500
南宁市,南宁,1667,884,31,49,14,0.2857142857142857,0.7142857142857143,0.03526530612244898,0.04081632653061224,0.0,0.08163265306122448,8.101851851851851,0.2504489795918367,0.0,500
南宁市,南宁,2427,884,33,8,2,0.25,0.75,0.03875,0.0,0.0,0.125,6.451612903225807,0.21125,0.028,500
南宁市,南宁,3310,884,31,34,8,0.23529411764705882,0.7647058823529411,0.036294117647058824,0.029411764705882353,0.0,0.08823529411764706,6.482982171799027,0.199,0.0,500
南宁市,南宁,4021,884,33,11,2,0.18181818181818182,0.8181818181818182,0.04018181818181819,0.0,0.0,0.18181818181818182,4.524886877828054,0.14163636363636364,0.078,500
南平市,南平,3945,441,2,9,0,0.0,1.0,0.0044444444444444444,0.0,0.0,0.0,0.0,-0.0044444444444444444,1.0,500
南昌市,南昌,296,1066,58,37,25,0.6756756756756757,0.32432432432432434,0.0532972972972973,0.05405405405405406,0.0,0.10810810810810811,12.677484787018255,0.6223783783783784,0.0,500
南昌市,南昌,473,1066,57,44,26,0.5909090909090909,0.4090909090909091,0.051136363636363626,0.045454545454545456,0.0,0.11363636363636363,11.555555555555559,0.5397727272727273,0.0,500
南昌市,南昌,822,1066,57,23,15,0.6521739130434783,0.34782608695652173,0.05269565217391303,0.043478260869565216,0.0,0.13043478260869565,12.376237623762378,0.5994782608695652,0.0,500
南昌市,南昌,2359,1066,58,30,19,0.6333333333333333,0.36666666666666664,0.04986666666666666,0.03333333333333333,0.0,0.1,12.70053475935829,0.5834666666666667,0.0,500
南昌市,南昌,3994,1066,56,100,32,0.32,0.68,0.05104000000000001,0.05,0.02,0.09,6.269592476489027,0.26896,0.0,500
南昌市,南昌,5196,1066,56,48,16,0.3333333333333333,0.6666666666666666,0.04833333333333333,0.041666666666666664,0.0,0.10416666666666667,6.896551724137931,0.285,0.0,500
南通市,南通,1745,4727,1,10,0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,500
南阳市,南阳,1956,2694,16,8,1,0.125,0.875,0.00625,0.0,0.0,0.0,20.0,0.11875,0.048,500
南阳市,南阳,4826,2694,14,36,8,0.2222222222222222,0.7777777777777778,0.005333333333333334,0.0,0.0,0.027777777777777776,41.66666666666666,0.21688888888888888,0.0,500
南阳市,南阳,5867,2694,16,8,0,0.0,1.0,0.00575,0.0,0.0,0.0,0.0,-0.00575,1.0,500
厦门市,厦门,388,743,43,8,6,0.75,0.25,0.057,0.0,0.0,0.25,13.157894736842104,0.693,0.0,500
厦门市,厦门,574,743,42,10,6,0.6,0.4,0.057,0.0,0.0,0.2,10.526315789473683,0.5429999999999999,0.0,500
厦门市,厦门,778,743,43,5,3,0.6,0.4,0.0512,0.0,0.0,0.2,11.718749999999998,0.5488,0.002,500
厦门市,厦门,1598,743,42,18,9,0.5,0.5,0.05655555555555556,0.05555555555555555,0.0,0.16666666666666666,8.840864440078585,0.4434444444444444,0.0,500
